actual_price_eur,discounted_price_eur,discount_amount_eur,main_category,sub_category,third_category,rating,rating_count
19.788999999999998,10.67,9.118999999999998,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.5,815
5.489,3.069,2.42,Electronics,"HomeTheater,TV&Video",Accessories,3.7,"10,962"
251.89999999999998,148.39,103.50999999999999,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"16,299"
2.189,0.6489999999999999,1.54,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"9,378"
219.89,126.48899999999999,93.401,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"4,703"
7.688999999999999,2.189,5.499999999999999,Electronics,"HomeTheater,TV&Video",Accessories,4.2,"12,153"
219.98899999999998,164.989,54.99999999999997,Electronics,"HomeTheater,TV&Video",Televisions,4.2,"34,899"
4.388999999999999,3.2889999999999997,1.0999999999999996,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"2,766"
21.988999999999997,10.67,11.318999999999997,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.4,184
10.988999999999999,3.2889999999999997,7.699999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"20,850"
8.25,2.189,6.061,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.5,"74,976"
5.489,1.9689999999999999,3.52,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"1,934"
12.088999999999999,4.279,7.809999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,974
6.5889999999999995,6.5889999999999995,0.0,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,355
10.988999999999999,2.189,8.799999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.9,"1,075"
7.333259999999999,1.089,6.244259999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.9,"24,871"
20.9,9.889,11.011,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.4,"13,552"
10.988999999999999,2.189,8.799999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,576
505.989,362.989,143.0,Electronics,"HomeTheater,TV&Video",Televisions,4.2,"7,298"
21.988999999999997,10.67,11.318999999999997,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,462
7.645,2.299,5.346,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.5,"1,07,687"
384.989,219.98899999999998,165.0,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"27,151"
12.088999999999999,4.388999999999999,7.699999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"24,269"
17.589,10.988999999999999,6.6,Computers&Accessories,NetworkingDevices,NetworkAdapters,4.3,"12,093"
2.189,0.6489999999999999,1.54,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"9,378"
10.988999999999999,3.663,7.325999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.3,"9,792"
13.287999999999998,5.577,7.7109999999999985,Computers&Accessories,NetworkingDevices,NetworkAdapters,4.1,"8,131"
5.225,3.399,1.8259999999999996,Electronics,"HomeTheater,TV&Video",Accessories,4.4,"4,26,973"
10.988999999999999,4.388999999999999,6.6,Electronics,"HomeTheater,TV&Video",Accessories,3.6,493
4.345,2.189,2.1559999999999997,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"92,595"
24.189,13.189,11.0,Computers&Accessories,NetworkingDevices,NetworkAdapters,4.4,"24,780"
5.5,1.9689999999999999,3.531,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"92,595"
23.099999999999998,8.789,14.310999999999998,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"8,188"
142.989,76.98899999999999,66.00000000000001,Electronics,"HomeTheater,TV&Video",Televisions,4.2,"4,003"
3.839,2.189,1.65,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,314
5.489,2.53,2.959,Electronics,"HomeTheater,TV&Video",Accessories,3.7,"2,960"
15.389,7.138999999999999,8.25,Computers&Accessories,NetworkingDevices,NetworkAdapters,4.2,"1,79,691"
241.98899999999998,175.98899999999998,66.0,Electronics,"HomeTheater,TV&Video",Televisions,4.2,"34,899"
16.489,3.828,12.661000000000001,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,656
3.839,1.694,2.145,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"7,064"
8.789,1.9689999999999999,6.82,Electronics,"HomeTheater,TV&Video",Accessories,3.7,"2,201"
526.9,362.89,164.01,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"7,109"
10.988999999999999,1.529,9.459999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"1,313"
9.295,3.6189999999999998,5.676,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"29,746"
274.989,153.989,120.99999999999997,Electronics,"HomeTheater,TV&Video",Televisions,4.2,"45,238"
15.399999999999999,3.399,12.000999999999998,Electronics,"HomeTheater,TV&Video",Accessories,4.4,"4,26,973"
7.688999999999999,2.893,4.795999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,450
164.89,87.98899999999999,76.901,Electronics,"HomeTheater,TV&Video",Televisions,4.3,457
32.989,17.589,15.399999999999999,Electronics,"HomeTheater,TV&Video",Accessories,4.2,"2,727"
7.699999999999999,2.409,5.2909999999999995,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"20,053"
9.889,3.839,6.049999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.5,149
6.5889999999999995,3.839,2.7499999999999996,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,210
472.989,296.989,176.0,Electronics,"HomeTheater,TV&Video",Televisions,4.2,"45,238"
5.489,1.265,4.224,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"7,732"
10.988999999999999,4.388999999999999,6.6,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,"1,780"
5.489,2.189,3.3,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,602
4.388999999999999,1.9689999999999999,2.4199999999999995,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"1,423"
340.89,119.91099999999999,220.97899999999998,Electronics,"HomeTheater,TV&Video",Televisions,4.1,398
5.489,2.299,3.19,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.9,536
43.989,15.774,28.214999999999996,Electronics,"HomeTheater,TV&Video",Accessories,4.0,32
12.088999999999999,4.388999999999999,7.699999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"24,269"
2.739,1.529,1.21,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"9,378"
210.375,80.289,130.086,Electronics,"HomeTheater,TV&Video",Televisions,3.4,902
8.789,3.2889999999999997,5.5,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.4,"28,791"
14.289,3.5749999999999997,10.714,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"10,576"
439.989,329.989,110.0,Electronics,"HomeTheater,TV&Video",Televisions,4.2,"7,298"
450.89,307.989,142.901,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"4,703"
581.9,340.89,241.01,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"7,109"
10.988999999999999,2.189,8.799999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.5,127
21.988999999999997,7.138999999999999,14.849999999999998,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"24,269"
8.799999999999999,2.9589999999999996,5.840999999999999,Computers&Accessories,NetworkingDevices,NetworkAdapters,3.6,"10,134"
351.989,274.989,77.0,Electronics,"HomeTheater,TV&Video",Televisions,4.2,"34,899"
7.688999999999999,3.2889999999999997,4.3999999999999995,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"94,363"
10.988999999999999,2.189,8.799999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,425
450.89,208.89,242.0,Electronics,"HomeTheater,TV&Video",Televisions,4.2,"6,659"
3.839,3.19,0.649,Computers&Accessories,NetworkingDevices,NetworkAdapters,3.7,"1,977"
8.789,2.739,6.05,Electronics,"HomeTheater,TV&Video",Accessories,3.8,"1,079"
10.988999999999999,3.795,7.193999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.7,"1,097"
20.889,12.088999999999999,8.8,Computers&Accessories,NetworkingDevices,NetworkAdapters,4.5,"22,420"
16.489,7.909,8.580000000000002,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,"1,045"
16.489,3.839,12.65,Electronics,"HomeTheater,TV&Video",Accessories,4.3,"4,145"
19.898999999999997,9.338999999999999,10.559999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"6,547"
9.889,3.2889999999999997,6.6,Electronics,"HomeTheater,TV&Video",Accessories,4.0,"1,588"
329.989,241.98899999999998,88.0,Electronics,"HomeTheater,TV&Video",Televisions,4.2,"32,840"
10.988999999999999,3.839,7.149999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"13,120"
10.988999999999999,4.388999999999999,6.6,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"2,806"
14.289,4.939,9.35,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"24,269"
10.988999999999999,3.2889999999999997,7.699999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,766
715.0,417.989,297.011,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"3,587"
8.799999999999999,1.089,7.7109999999999985,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.9,"24,871"
220.0,81.28999999999999,138.71,Electronics,"HomeTheater,TV&Video",Televisions,4.1,"2,581"
10.988999999999999,3.0041,7.984899999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"20,850"
263.89,175.89,88.0,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"1,035"
10.988999999999999,4.388999999999999,6.6,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,"1,780"
21.988999999999997,4.388999999999999,17.599999999999998,Electronics,"HomeTheater,TV&Video",Accessories,4.5,505
4.388999999999999,2.31,2.0789999999999993,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,"1,717"
21.988999999999997,14.289,7.6999999999999975,Electronics,"HomeTheater,TV&Video",Accessories,3.6,590
10.988999999999999,3.8169999999999997,7.171999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.5,"1,121"
10.988999999999999,1.639,9.35,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"1,313"
9.889,2.508,7.380999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.8,132
21.988999999999997,17.589,4.399999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.4,"1,951"
43.989,16.489,27.499999999999996,Electronics,"HomeTheater,TV&Video",Accessories,3.7,37
175.98899999999998,93.48899999999999,82.49999999999999,Electronics,"HomeTheater,TV&Video",Televisions,4.3,592
494.89,230.89,264.0,Electronics,"HomeTheater,TV&Video",Televisions,4.1,"1,259"
494.989,362.989,132.0,Electronics,"HomeTheater,TV&Video",Televisions,4.2,"45,238"
18.7,8.789,9.911,Electronics,"HomeTheater,TV&Video",Accessories,4.1,"28,638"
6.545,2.5189999999999997,4.026,Electronics,"HomeTheater,TV&Video",Accessories,4.3,"12,835"
307.89,109.98899999999999,197.901,Electronics,"HomeTheater,TV&Video",Televisions,4.2,"1,269"
6.5889999999999995,3.839,2.7499999999999996,Electronics,"HomeTheater,TV&Video",Accessories,4.2,284
13.2,5.379,7.821,Electronics,"HomeTheater,TV&Video",Accessories,4.4,"69,538"
384.89,263.989,120.90100000000001,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"4,703"
10.988999999999999,4.388999999999999,6.6,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"2,806"
14.289,3.839,10.45,Electronics,HomeAudio,Accessories,4.0,"3,295"
3.2889999999999997,1.9689999999999999,1.3199999999999998,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.9,81
16.5,7.579,8.921,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"42,301"
549.89,340.89,209.0,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"1,376"
10.241,2.739,7.502,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.9,"1,075"
26.389,10.988999999999999,15.4,Electronics,"HomeTheater,TV&Video",Accessories,4.6,"3,664"
4.388999999999999,4.388999999999999,0.0,Electronics,"HomeTheater,TV&Video",Accessories,3.9,"1,951"
7.688999999999999,3.839,3.849999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"20,850"
12.088999999999999,4.388999999999999,7.699999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,"2,685"
32.989,18.689,14.299999999999997,Computers&Accessories,NetworkingDevices,NetworkAdapters,4.4,"24,780"
12.088999999999999,7.204999999999999,4.8839999999999995,Electronics,"HomeTheater,TV&Video",Accessories,3.2,285
14.729,8.238999999999999,6.49,Computers&Accessories,NetworkingDevices,NetworkAdapters,4.2,"1,79,692"
142.989,109.98899999999999,33.000000000000014,Electronics,"HomeTheater,TV&Video",Televisions,4.2,"6,088"
5.489,2.145,3.344,Electronics,"HomeTheater,TV&Video",Accessories,3.7,"1,383"
23.099999999999998,10.988999999999999,12.110999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.5,"5,492"
9.889,5.489,4.3999999999999995,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,919
6.5889999999999995,4.576,2.013,Electronics,"HomeTheater,TV&Video",Accessories,4.2,"30,023"
7.688999999999999,4.048,3.640999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,387
715.0,329.89,385.11,Electronics,"HomeTheater,TV&Video",Televisions,4.1,211
12.088999999999999,3.7289999999999996,8.36,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,974
229.89999999999998,170.39,59.50999999999999,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"16,299"
14.289,5.489,8.8,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"30,411"
4.388999999999999,2.739,1.6499999999999995,Computers&Accessories,NetworkingDevices,NetworkAdapters,3.4,"4,642"
8.789,4.388999999999999,4.4,Electronics,"HomeTheater,TV&Video",Accessories,4.3,12
21.988999999999997,16.489,5.4999999999999964,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.4,"1,951"
175.89,104.39,71.49999999999999,Electronics,"HomeTheater,TV&Video",Projectors,3.9,"10,480"
16.489,7.007,9.482000000000001,Electronics,"HomeTheater,TV&Video",Accessories,4.1,24
9.889,4.388999999999999,5.5,Electronics,"HomeTheater,TV&Video",Accessories,3.9,254
17.599999999999998,11.979,5.620999999999999,Electronics,"HomeTheater,TV&Video",Accessories,4.0,"3,565"
10.988999999999999,3.7289999999999996,7.26,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"6,255"
5.489,1.639,3.8499999999999996,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"7,732"
4.388999999999999,1.639,2.749999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.9,57
9.338999999999999,6.5889999999999995,2.749999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.5,577
13.189,3.2889999999999997,9.9,Electronics,"HomeTheater,TV&Video",Accessories,3.9,"1,193"
14.289,4.388999999999999,9.9,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"13,120"
21.988999999999997,3.7289999999999996,18.259999999999998,Electronics,"HomeTheater,TV&Video",Accessories,4.0,343
252.89,137.489,115.40099999999998,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"1,611"
4.388999999999999,2.739,1.6499999999999995,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"6,558"
27.488999999999997,15.389,12.099999999999998,Computers&Accessories,NetworkingDevices,NetworkAdapters,4.4,"23,169"
527.89,362.989,164.901,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"4,703"
4.388999999999999,1.639,2.749999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"1,423"
10.988999999999999,3.5749999999999997,7.414,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"2,651"
21.988999999999997,4.388999999999999,17.599999999999998,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,5.0,5
5.489,2.189,3.3,Computers&Accessories,NetworkingDevices,NetworkAdapters,3.7,612
3.2889999999999997,0.968,2.3209999999999997,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"9,378"
12.088999999999999,4.388999999999999,7.699999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,"2,685"
2.189,0.63679,1.55221,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"9,378"
21.988999999999997,8.789,13.199999999999998,Electronics,"HomeTheater,TV&Video",Accessories,3.3,576
5.489,2.255,3.234,Electronics,"HomeTheater,TV&Video",Accessories,3.8,313
7.688999999999999,3.2889999999999997,4.3999999999999995,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,"2,957"
10.988999999999999,9.338999999999999,1.6500000000000004,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,"6,736"
21.988999999999997,10.439,11.549999999999997,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.4,"13,552"
13.2,5.489,7.710999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"5,451"
5.335,3.2889999999999997,2.0460000000000003,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"10,911"
21.988999999999997,10.439,11.549999999999997,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.4,"13,552"
12.088999999999999,4.169,7.919999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"2,806"
208.89,98.89,109.99999999999999,Electronics,"HomeTheater,TV&Video",Televisions,3.9,350
21.988999999999997,5.346,16.642999999999997,Electronics,"HomeTheater,TV&Video",Accessories,4.2,"30,023"
121.0,62.68899999999999,58.31100000000001,Electronics,"HomeTheater,TV&Video",Televisions,4.2,"4,003"
21.988999999999997,7.7989999999999995,14.189999999999998,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,"1,78,817"
779.9,527.89,252.01,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"7,109"
13.189,3.2889999999999997,9.9,Electronics,"HomeTheater,TV&Video",Accessories,3.7,490
6.5889999999999995,3.5199999999999996,3.069,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,491
6.039,1.529,4.51,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.9,61
2.739,1.4189999999999998,1.32,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"9,378"
395.989,274.989,121.0,Electronics,"HomeTheater,TV&Video",Televisions,4.2,"32,840"
18.689,10.988999999999999,7.700000000000001,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.4,"7,318"
5.489,2.4749999999999996,3.0140000000000002,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,789
32.989,6.0169999999999995,26.971999999999998,Electronics,"HomeTheater,TV&Video",Accessories,4.3,407
7.688999999999999,2.8489999999999998,4.84,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.8,"2,399"
7.688999999999999,2.629,5.059999999999999,Electronics,"HomeTheater,TV&Video",Accessories,4.4,"2,640"
10.988999999999999,3.839,7.149999999999999,Electronics,"HomeTheater,TV&Video",Accessories,4.0,839
6.5889999999999995,5.137,1.452,Electronics,"HomeTheater,TV&Video",Accessories,4.4,"44,054"
6.5889999999999995,4.939,1.6499999999999995,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"3,231"
351.89,131.89,220.0,Electronics,"HomeTheater,TV&Video",Televisions,4.2,64
6.5889999999999995,3.8499999999999996,2.739,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.9,"8,314"
10.988999999999999,2.772,8.216999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.7,"2,249"
6.5889999999999995,2.2439999999999998,4.345,Electronics,"HomeTheater,TV&Video",Accessories,3.6,339
109.89,71.39,38.5,Electronics,"HomeTheater,TV&Video",Projectors,4.0,27
6.5889999999999995,2.585,4.004,Electronics,"HomeTheater,TV&Video",Accessories,3.5,197
8.799999999999999,3.2889999999999997,5.510999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.5,"74,977"
21.988999999999997,8.789,13.199999999999998,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"8,583"
10.988999999999999,3.2889999999999997,7.699999999999999,Electronics,"HomeTheater,TV&Video",Accessories,3.8,928
186.89,76.98899999999999,109.901,Electronics,"HomeTheater,TV&Video",Televisions,3.8,110
659.9889999999999,472.989,186.99999999999994,Electronics,"HomeTheater,TV&Video",Televisions,4.1,"6,753"
10.988999999999999,1.9029999999999998,9.085999999999999,Electronics,"HomeTheater,TV&Video",Accessories,4.3,"1,237"
6.6,2.299,4.301,Electronics,HomeAudio,Accessories,4.4,"18,872"
16.39,9.33889,7.051110000000001,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.9,356
21.988999999999997,7.138999999999999,14.849999999999998,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"24,269"
9.889,3.2889999999999997,6.6,Electronics,"HomeTheater,TV&Video",Accessories,3.8,425
8.789,4.388999999999999,4.4,Electronics,"HomeTheater,TV&Video",Accessories,4.1,"1,161"
5.489,2.739,2.75,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,"1,508"
25.288999999999998,13.738999999999999,11.549999999999999,Electronics,"HomeTheater,TV&Video",SatelliteEquipment,4.3,"7,636"
5.489,2.343,3.146,Electronics,"HomeTheater,TV&Video",Accessories,3.7,246
5.489,2.299,3.19,Electronics,"HomeTheater,TV&Video",Accessories,4.0,479
54.989,6.577999999999999,48.411,Electronics,"HomeTheater,TV&Video",Accessories,4.2,910
19.238999999999997,8.789,10.449999999999998,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.1,"5,626"
6.545,1.7489999999999999,4.796,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"14,184"
12.1,5.489,6.611,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.4,"25,177"
549.9889999999999,351.989,197.99999999999994,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"21,252"
624.6899999999999,362.89,261.79999999999995,Electronics,"HomeTheater,TV&Video",Televisions,4.3,567
13.189,3.2889999999999997,9.9,Electronics,"HomeTheater,TV&Video",Accessories,3.5,466
6.039,1.41141,4.62759,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.9,61
9.338999999999999,6.5889999999999995,2.749999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.5,474
9.889,4.388999999999999,5.5,Electronics,"HomeTheater,TV&Video",Accessories,3.4,431
12.088999999999999,4.939,7.149999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,242
8.789,2.794,5.994999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"2,905"
8.745,4.388999999999999,4.356,Electronics,"HomeTheater,TV&Video",Accessories,4.4,"12,091"
4.388999999999999,1.9689999999999999,2.4199999999999995,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"1,423"
10.988999999999999,3.7289999999999996,7.26,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"6,255"
10.988999999999999,4.388999999999999,6.6,Electronics,"HomeTheater,TV&Video",Accessories,4.0,"1,236"
4.388999999999999,2.189,2.1999999999999993,Electronics,"HomeTheater,TV&Video",Accessories,4.2,"1,335"
21.988999999999997,3.839,18.15,Electronics,"HomeTheater,TV&Video",Accessories,3.8,197
8.777999999999999,3.2889999999999997,5.488999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.4,"28,791"
8.799999999999999,0.979,7.820999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.9,"1,075"
10.944999999999999,6.039,4.905999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"29,746"
11.0,1.4189999999999998,9.581,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,3.9,295
1538.8999999999999,857.89,681.0099999999999,Electronics,"HomeTheater,TV&Video",Televisions,4.7,"5,935"
8.789,3.839,4.949999999999999,Electronics,"HomeTheater,TV&Video",Accessories,3.6,323
9.889,5.489,4.3999999999999995,Electronics,"HomeTheater,TV&Video",Accessories,3.7,185
8.789,3.2889999999999997,5.5,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.2,"2,117"
6.5889999999999995,2.002,4.587,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.0,"9,378"
4.388999999999999,1.056,3.3329999999999993,Electronics,"HomeTheater,TV&Video",Accessories,3.6,"1,796"
935.0,604.89,330.11,Electronics,"HomeTheater,TV&Video",Televisions,4.3,"3,587"
8.338,4.829,3.5089999999999995,Electronics,"HomeTheater,TV&Video",Accessories,4.2,"4,296"
10.988999999999999,3.2889999999999997,7.699999999999999,Computers&Accessories,Accessories&Peripherals,Cables&Accessories,4.3,"2,651"
