user_id,user_name,product_name,category,subcategory
AEUVWXYP5LT7PZLLZENEO2NODPBQ,sai niharka,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers & Accessories,Accessories & Peripherals
AHC7MPW55DOO6WNCOQVA2VHOD26A,saqib malik,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers & Accessories,Accessories & Peripherals
AFDI6FRPFBTNBG7BAEB7JDJSMKDQ,Aashiq,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers & Accessories,Accessories & Peripherals
AFQKCEEEKXCOHTDG4WUN3XPPHJQQ,Ramu Challa,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers & Accessories,Accessories & Peripherals
AHKUUFNMBZIDLSSPA4FEHIO2EC7Q,Sanjay gupta,"Sounce Fast Phone Charging Cable & Data Sync USB Cable Compatible for iPhone 13, 12,11, X, 8, 7, 6, 5, iPad Air, Pro, Mini & iOS Devices",Computers & Accessories,Accessories & Peripherals
AEWAZDZZJLQUYVOVGBEUKSLXHQ5A,Omkar dhale,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",Computers & Accessories,Accessories & Peripherals
AG5HTSFRRE6NL3M5SGCUQBP7YSCA,JD,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",Computers & Accessories,Accessories & Peripherals
AH725ST5NW2Y4JZPKUNTIJCUK2BA,HEMALATHA,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",Computers & Accessories,Accessories & Peripherals
AHV3TXIFCJPMS4D5JATCEUR266MQ,Ajwadh a.,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",Computers & Accessories,Accessories & Peripherals
AGWIGDEMFIIUAOXYY2QATNBSUGHA,amar singh chouhan,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",Computers & Accessories,Accessories & Peripherals
AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,Ravi Siddan,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",Computers & Accessories,Accessories & Peripherals
AGAKDNBHY2FKX7I4ACRGILU7QL7A,Himanshu Goel,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",Computers & Accessories,Accessories & Peripherals
AFNWJUWJRHCC6HN52KMG5AKZY37Q,Udaykumar,"boAt Deuce USB 300 2 in 1 Type-C & Micro USB Stress Resistant, Tangle-Free, Sturdy Cable with 3A Fast Charging & 480mbps Data Transmission, 10000+ Bends Lifespan and Extended 1.5m Length(Martian Red)",Computers & Accessories,Accessories & Peripherals
AE3Q6KSUK5P75D5HFYHCRAOLODSA,rahuls6099,"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",Computers & Accessories,Accessories & Peripherals
AFUGIFH5ZAFXRDSZHM4QB2KPKFUQ,Swasat Borah,"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",Computers & Accessories,Accessories & Peripherals
AFK4NJOLFSJGWLOJIUIAROJF6YVA,Ajay Wadke,"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",Computers & Accessories,Accessories & Peripherals
AFUOTYRFUXVPEBGIXVZZ7DR3CZUA,Pranali,"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",Computers & Accessories,Accessories & Peripherals
AFDLRSXKDZ6U3U3KD46SQLFGZQRA,RVK,"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",Computers & Accessories,Accessories & Peripherals
AH5VLM66SIK7J3IRG4NY7XVOQ55A,Bhargav,"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",Computers & Accessories,Accessories & Peripherals
AE3MQNNHHLUHXURL5S7IAR7JTGNQ,Durai Vignesh,"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",Computers & Accessories,Accessories & Peripherals
AFSEOFZY67MYC7UAJU264Z5NFTLA,Amazon Customer,"Portronics Konnect L 1.2M Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function for iPhone, iPad (Grey)",Computers & Accessories,Accessories & Peripherals
AEQ2YMXSZWEOHK2EHTNLOS56YTZQ,Jayesh,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers & Accessories,Accessories & Peripherals
AGRVINWECNY7323CWFXZYYIZOFTQ,Rajesh k.,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers & Accessories,Accessories & Peripherals
AHBAT6VLOXWGYDL57KHCNCLPXAKA,Soopy,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers & Accessories,Accessories & Peripherals
AF7NDY2H6JVYTSQOZP76GCATQ34Q,amazon customer,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers & Accessories,Accessories & Peripherals
AFV7ZA733ZLME4KNLZPMPCBUNPPA,Aman,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers & Accessories,Accessories & Peripherals
AHFAAPSY2MJ5HYOU2VQDJ7AQY4NQ,Shankar,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers & Accessories,Accessories & Peripherals
AH2WGV2PEBUTICRPBEEVKF24G5LA,dinesh,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers & Accessories,Accessories & Peripherals
AEP4MK3EKOBDKTGPJTRN5RBDIODA,Chitra,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers & Accessories,Accessories & Peripherals
AG7C6DAADCTRQJG2BRS3RIKDT52Q,Ajaybabu.O.M,"pTron Solero TB301 3A Type-C Data and Fast Charging Cable, Made in India, 480Mbps Data Sync, Strong and Durable 1.5-Meter Nylon Braided USB Cable for Type-C Devices for Charging Adapter (Black)",Computers & Accessories,Accessories & Peripherals
AFU7BOMPVJ7Q3TTA4G67RASTGYIQ,Vivek kumar,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers & Accessories,Accessories & Peripherals
AER5ZGIXXVYG3AWZTRZT7M2BYCEA,Amazon Customer,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers & Accessories,Accessories & Peripherals
AHE76XQSOLGOP5ZEKTIW6KUPDWBQ,SARTHAK,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers & Accessories,Accessories & Peripherals
AGXTMB2XHZBEWZ2UIX7ODZ4XTU6Q,Chiranjeevi,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers & Accessories,Accessories & Peripherals
AHNM2XVU745EDPNGUOAG74PTSNRA,V V GIRI KUMAR,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers & Accessories,Accessories & Peripherals
AH5RWQ4S72IVLZD6O75OPCFIVDXQ,Rajnandini,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers & Accessories,Accessories & Peripherals
AG322TYKVPLPBDXE7ABEUK5QTALQ,Akshay Talla,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers & Accessories,Accessories & Peripherals
AHW6E5LQ2BDYOIVLAJGDH45J5V5Q,sudhanshu chaubey,"boAt Micro USB 55 Tangle-free, Sturdy Micro USB Cable with 3A Fast Charging & 480mbps Data Transmission (Black)",Computers & Accessories,Accessories & Peripherals
AF74RSGCHPZITVFSZN76K6GKPICA,Pavan A H,MI Usb Type-C Cable Smartphone (Black),Computers & Accessories,Accessories & Peripherals
AHDD7ZNB47QA2JLYU53HD4ML3VNQ,Jayesh bagad,MI Usb Type-C Cable Smartphone (Black),Computers & Accessories,Accessories & Peripherals
AHV3ELGDSOWBYUQLXSPDCSHBQRHQ,Shridhar,MI Usb Type-C Cable Smartphone (Black),Computers & Accessories,Accessories & Peripherals
AEJU4L3ZM2GTILSJZZSNSF6VUOIA,rajendran,MI Usb Type-C Cable Smartphone (Black),Computers & Accessories,Accessories & Peripherals
AFVD66VQMSHPDT3A6HBBBGKRXBZA,karuppu k,MI Usb Type-C Cable Smartphone (Black),Computers & Accessories,Accessories & Peripherals
AELKHQXVSSG6NHXLFJLLNEFRQQUQ,Akshay wani,MI Usb Type-C Cable Smartphone (Black),Computers & Accessories,Accessories & Peripherals
AGYSMAC6V6RFJJOHG2FIRPOZ6CSQ,Abbimaniu Singh,MI Usb Type-C Cable Smartphone (Black),Computers & Accessories,Accessories & Peripherals
AGV3IEFANZCKECFGUM42MRH5FNOA,VISHAL H BADSHE,MI Usb Type-C Cable Smartphone (Black),Computers & Accessories,Accessories & Peripherals
AEBO7NWCNXKT4AESAN443HQH35FQ,Azhar JuMan,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers & Accessories,Networking Devices
AE7GD3VRRYQEAHDR7FXJIR23INYA,Anirudh Sood,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers & Accessories,Networking Devices
AHPAW24BI5X2GCX5M2LHI72VSJJQ,Hari Krishnan PS,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers & Accessories,Networking Devices
AE2VXY4CFO36MDSIMPG43XHNF4GA,Akash Jindal,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers & Accessories,Networking Devices
AHHQEKUNVETALN7DTRHUQ2WAWEKQ,PRADEEP,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers & Accessories,Networking Devices
AFMIFTNTUD5PIHGONWOTRMMZ5EBA,Rajesh,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers & Accessories,Networking Devices
AHOJBIZVVIIFJKRREY4B6ESVA4KA,Divya Kothari,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers & Accessories,Networking Devices
AECPFYFQVRUWC3KGNLJIOREFP5LQ,abhijit,"TP-Link USB WiFi Adapter for PC(TL-WN725N), N150 Wireless Network Adapter for Desktop - Nano Size WiFi Dongle Compatible with Windows 11/10/7/8/8.1/XP/ Mac OS 10.9-10.15 Linux Kernel 2.6.18-4.4.3",Computers & Accessories,Networking Devices
AGYYVPDD7YG7FYNBXNGXZJT525AQ,ArdKn,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers & Accessories,Accessories & Peripherals
AHONIZU3ICIEHQIGQ6R2VFRSBXOQ,Nirbhay kumar,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers & Accessories,Accessories & Peripherals
AFPHD2CRPDZMWMBL7WXRSVYWS5JA,Sagar Viswanathan,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers & Accessories,Accessories & Peripherals
AEZ346GX3HJ4O4XNRPHCNHXQURMQ,Asp,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers & Accessories,Accessories & Peripherals
AEPSWFPNECKO34PUC7I56ITGXR6Q,Placeholder,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers & Accessories,Accessories & Peripherals
AHWVEHR5DYLVFTO2KF3IZATFQSWQ,BharanI,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers & Accessories,Accessories & Peripherals
AH4QT33M55677I7ISQOAKEQWACYQ,sonia,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers & Accessories,Accessories & Peripherals
AGYLPKPZHVYKKZHOTHCTYVEDAJ4A,Niam,"Ambrane Unbreakable 60W / 3A Fast Charging 1.5m Braided Micro USB Cable for Smartphones, Tablets, Laptops & Other Micro USB Devices, 480Mbps Data Sync, Quick Charge 3.0 (RCM15, Black)",Computers & Accessories,Accessories & Peripherals
AGTTU64JMX722LYCN3SOWLFPKPAQ,Tanya,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers & Accessories,Accessories & Peripherals
AFWD4ZTM7473CDWARHCDQKK73MTA,Anu,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers & Accessories,Accessories & Peripherals
AEXCQM3FDLX3YL3UJWWUIAIUJT4A,Akshay,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers & Accessories,Accessories & Peripherals
AHUKYUWRUVRTB3IQGISXWTSPAWLQ,Vishal Sagara Shetty,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers & Accessories,Accessories & Peripherals
AFWW4UEXAJH7EAB5LTMKMSGLUN2Q,Swatilekha Sarkar,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers & Accessories,Accessories & Peripherals
AFM5JL37WY7G6MLQUI4WAXUJME7Q,Jithindas,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers & Accessories,Accessories & Peripherals
AFECO24WYFOU2KL7C3DMHTEHRU7Q,IBRAHIM S,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers & Accessories,Accessories & Peripherals
AEWAZDZZJLQUYVOVGBEUKSLXHQ5A,Sundaram J.,Portronics Konnect L POR-1081 Fast Charging 3A Type-C Cable 1.2Meter with Charge & Sync Function for All Type-C Devices (Grey),Computers & Accessories,Accessories & Peripherals
AG5HTSFRRE6NL3M5SGCUQBP7YSCA,Omkar dhale,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers & Accessories,Accessories & Peripherals
AH725ST5NW2Y4JZPKUNTIJCUK2BA,JD,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers & Accessories,Accessories & Peripherals
AHV3TXIFCJPMS4D5JATCEUR266MQ,HEMALATHA,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers & Accessories,Accessories & Peripherals
AGWIGDEMFIIUAOXYY2QATNBSUGHA,Ajwadh a.,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers & Accessories,Accessories & Peripherals
AFSTSLQUV4EVEXWKBOLEFHL2H5YQ,amar singh chouhan,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers & Accessories,Accessories & Peripherals
AGAKDNBHY2FKX7I4ACRGILU7QL7A,Ravi Siddan,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers & Accessories,Accessories & Peripherals
AFNWJUWJRHCC6HN52KMG5AKZY37Q,Himanshu Goel,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers & Accessories,Accessories & Peripherals
AEYJ5I6JZZPOJB6MGWRQOHRQLPSQ,Udaykumar,boAt Rugged v3 Extra Tough Unbreakable Braided Micro USB Cable 1.5 Meter (Black),Computers & Accessories,Accessories & Peripherals
AFY5TVFOMVHGBPBTIJODYDQRZM5Q,Rishav Gossain,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,"Home Theater, TV & Video"
AE3O6366WGEQAANKJ76QETTUQQTQ,Shashank Mallamraju,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,"Home Theater, TV & Video"
AEQIJCPWSBCDKUO5VROXXHWX3PPA,Purnendu,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,"Home Theater, TV & Video"
AGVIAQK2HQ47P7UVXHW2NBAEU7YQ,gunasekaran desomayananam,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,"Home Theater, TV & Video"
AE3D5CJ2GDUP5SQ3AAYMVAGDTX7A,Anto RK,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,"Home Theater, TV & Video"
AH77IQRYD54XCRMCO7XEAIAYCLPA,Sukrit Basak,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,"Home Theater, TV & Video"
AEA2HQHMFG3ZGJFOLLJQ65WKIZUQ,Manoj Kumar,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,"Home Theater, TV & Video"
AGUAYQHARAKR2VZTRP276KAGETKQ,Sethuram.S,"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,"Home Theater, TV & Video"
